Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore
2171,8,D7,2,1,44911,25 NAGLE AVENUE,MANHATTAN,1021710008,89,A
2171,105,D4,2,1,43737,30 BOGARDUS PLACE,MANHATTAN,1021710105,50,D
2171,110,D1,2,1,42115,20 BOGARDUS PLACE,MANHATTAN,1021710110,44,D
2527,1,D1,2,1,96782,1001 DR M L KING JR BOULEVARD,BRONX,2025270001,35,D
2527,50,D7,2,3,161261,240 WEST 167 STREET,BRONX,2025270050,92,A
2527,55,D1,2,1,61199,220 WEST 167 STREET,BRONX,2025270055,83,B
2527,61,D7,2,1,89457,1055 DR M L KING JR BOULEVARD,BRONX,2025270061,46,D
2174,131,C1,2,1,42300,30 SICKLES STREET,MANHATTAN,1021740131,60,C
2174,135,C1,2,1,89540,14 SICKLES STREET,MANHATTAN,1021740135,70,B
2891,42,I9,4,1,54100,308 EAST 175 STREET,BRONX,2028910042,71,B
2174,145,C1,2,1,51780,15 SICKLES STREET,MANHATTAN,1021740145,84,B
2892,24,C7,2,1,69145,320 EAST 176 STREET,BRONX,2028920024,56,C
3993,45,D1,2,1,43062,2440 MACLAY AVENUE,BRONX,2039930045,42,D
2175,10,C7,2,1,58640,4672 BROADWAY,MANHATTAN,1021750010,25,D
2175,32,D4,2,1,58904,96 ARDEN STREET,MANHATTAN,1021750032,66,C
2175,33,D7,2,1,52378,4720 BROADWAY,MANHATTAN,1021750033,62,C
2535,10,W1,0,1,43617,1380 MERRIAM AVENUE,BRONX,2025350010,42,D
2175,39,D7,2,1,57631,4730 BROADWAY,MANHATTAN,1021750039,4,D
2535,26,C7,2,1,32500,163 WEST 170 STREET,BRONX,2025350026,20,D
2537,47,D1,2,1,54000,1425 DR M L KING JR BOULEVARD,BRONX,2025370047,86,A
2175,80,D7,2,1,62847,60 SHERMAN AVENUE,MANHATTAN,1021750080,46,D
2897,5,W1,0,1,132000,1572 WEBSTER AVENUE,BRONX,2028970005,91,A
2175,113,D1,2,1,42702,19 DONGAN PLACE,MANHATTAN,1021750113,93,A
2175,175,C6,2,1,47825,78 THAYER STREET,MANHATTAN,1021750175,88,A
3997,25,N9,4,1,31530,2432 LYVERE STREET,BRONX,2039970025,59,C
2176,70,D7,2,1,84318,700 WEST 178 STREET,MANHATTAN,1021760070,1,D
2176,74,D7,2,1,75381,701 WEST 177 STREET,MANHATTAN,1021760074,1,D
2176,115,D7,2,1,59208,736 WEST 181 STREET,MANHATTAN,1021760115,3,D
2177,18,D7,2,1,56892,385 FT WASHINGTON AVENUE,MANHATTAN,1021770018,77,B
2902,1,W1,0,1,123000,450 ST PAULS PLACE,BRONX,2029020001,44,D
2902,36,D3,2,3,339386,1451 WASHINGTON  AVENUE,BRONX,2029020036,0,F
2177,105,D7,2,1,58650,812 WEST 181 STREET,MANHATTAN,1021770105,39,D
2903,3,D9,2,1,45046,445 EAST 171 STREET,BRONX,2029030003,81,B
2177,170,D4,2,1,63600,870 WEST 181 STREET,MANHATTAN,1021770170,91,A
2177,7501,R0,2,1,31268,40 PINEHURST AVENUE,MANHATTAN,1021777501,100,A
2551,40,D3,2,1,44213,637 EAST 138 STREET,BRONX,2025510040,64,C
2551,65,D7,2,1,32034,597 EAST 138 STREET,BRONX,2025510065,19,D
2552,70,W4,0,1,13200,573 EAST 139 STREET,BRONX,2025520070,40,D
2179,93,D7,2,1,70296,815 WEST 181 STREET,MANHATTAN,1021790093,38,D
2179,199,D1,2,1,43524,165 PINEHURST AVENUE,MANHATTAN,1021790199,84,B
2179,201,C1,2,1,34820,175 PINEHURST AVENUE,MANHATTAN,1021790201,84,B
2179,203,D1,2,1,32100,183 PINEHURST AVENUE,MANHATTAN,1021790203,87,A
2179,205,C6,2,1,34200,187 PINEHURST AVENUE,MANHATTAN,1021790205,44,D
2179,207,D7,2,1,68432,205 PINEHURST AVENUE,MANHATTAN,1021790207,94,A
4085,119,O7,4,1,27585,1625 POPLAR STREET,BRONX,2040850119,1,D
2916,2,F1,0,1,57825,1745 BATHGATE AVENUE,BRONX,2029160002,0,F
2179,354,D1,2,1,39852,615 FT WASHINGTON AVENUE,MANHATTAN,1021790354,39,D
2179,373,D4,2,1,233536,900 WEST 190 STREET,MANHATTAN,1021790373,24,D
2179,425,D1,2,1,91454,825 WEST 187 STREET,MANHATTAN,1021790425,75,B
2179,440,D4,2,1,91968,350 CABRINI BOULEVARD,MANHATTAN,1021790440,95,A
2555,30,D1,2,1,31745,593 OAK TERRACE,BRONX,2025550030,18,D
2919,43,D1,2,1,87000,3859 3 AVENUE,BRONX,2029190043,50,D
2923,1,H9,4,1,29755,1810 BATHGATE AVENUE,BRONX,2029230001,26,D
2179,7501,R0,2,2,113244,255 CABRINI BOULEVARD,MANHATTAN,1021797501,8,D
2924,42,D7,2,1,41824,507 EAST 176 STREET,BRONX,2029240042,11,D
2179,7502,R0,2,1,84037,92 PINEHURST AVENUE,MANHATTAN,1021797502,19,D
2925,1,W1,0,1,165000,3594 3 AVENUE,BRONX,2029250001,90,A
2925,56,W1,0,1,80700,1363 FULTON AVENUE,BRONX,2029250056,89,A
2180,25,D1,2,1,41552,518 FT WASHINGTON AVENUE,MANHATTAN,1021800025,67,C
2556,2,D1,0,1,179130,334 ST ANNS AVENUE,BRONX,2025560002,68,C
2180,450,D4,2,1,142470,100 OVERLOOK TERRACE,MANHATTAN,1021800450,34,D
2557,78,C7,2,1,55276,500 TRINITY AVENUE,BRONX,2025570078,4,D
2929,24,D1,2,1,45444,1605 FULTON AVENUE,BRONX,2029290024,54,D
2929,28,C1,2,1,50088,1591 FULTON AVENUE,BRONX,2029290028,82,B
2929,31,C1,2,1,50600,1581 FULTON AVENUE,BRONX,2029290031,66,C
2180,473,D1,2,1,60654,182 BENNETT AVENUE,MANHATTAN,1021800473,65,C
2929,35,C1,2,1,25099,1573 FULTON AVENUE,BRONX,2029290035,30,D
2929,74,D1,2,1,50760,1691 FULTON AVENUE,BRONX,2029290074,49,D
2180,500,D1,2,1,75678,711 WEST 190 STREET,MANHATTAN,1021800500,56,C
2180,507,D6,2,1,63103,4455 BROADWAY,MANHATTAN,1021800507,11,D
2180,530,D1,2,1,63144,213 BENNETT AVENUE,MANHATTAN,1021800530,80,B
2180,570,I6,4,1,68787,801 WEST 190 STREET,MANHATTAN,1021800570,100,A
2180,605,D1,2,1,90446,690 FT WASHINGTON AVENUE,MANHATTAN,1021800605,39,D
2180,7503,R0,2,1,68630,736 WEST 187 STREET,MANHATTAN,1021807503,49,D
2931,79,D1,2,1,37324,1345 FRANKLIN AVENUE,BRONX,2029310079,21,D
2931,82,D1,2,1,62755,1341 FRANKLIN AVENUE,BRONX,2029310082,80,B
2568,12,D3,2,3,100500,690 EAST 140 STREET,BRONX,2025680012,71,B
2568,51,D7,2,1,33690,666 EAST 141 STREET,BRONX,2025680051,16,D
2568,54,D1,2,1,26400,676 EAST 141 STREET,BRONX,2025680054,8,D
2201,9,C1,2,1,39330,420 WEST 205 STREET,MANHATTAN,1022010009,10,D
2214,8,O2,4,1,34818,5120 BROADWAY,MANHATTAN,1022140008,1,D
2934,50,D9,2,1,46922,1351 BOSTON ROAD,BRONX,2029340050,61,C
2215,116,D9,2,8,633000,5210 BROADWAY,MANHATTAN,1022150116,0,F
2937,25,C1,0,1,26490,671 EAST 170 STREET,BRONX,2029370025,63,C
2215,326,D7,2,1,54285,99 MARBLE HILL AVENUE,MANHATTAN,1022150326,24,D
2578,6,C1,2,1,53008,440 JACKSON AVENUE,BRONX,2025780006,65,C
2939,45,W1,0,1,80564,1550 CROTONA PARK EAST,BRONX,2029390045,47,D
2582,61,C6,2,1,25980,823 EAST 147 STREET,BRONX,2025820061,67,C
2215,481,D1,2,1,60198,18 JACOBUS PLACE,MANHATTAN,1022150481,7,D
2940,65,D7,2,1,82500,1695 BOSTON ROAD,BRONX,2029400065,10,D
2583,50,Z9,4,2,157578,920 EAST 132 STREET,BRONX,2025830050,0,F
2946,1,D3,2,1,72044,1876 BELMONT AVENUE,BRONX,2029460001,83,B
2946,18,D5,2,1,42000,1900 BELMONT AVENUE,BRONX,2029460018,19,D
2947,40,D5,2,1,28279,1893 BELMONT AVENUE,BRONX,2029470040,35,D
2215,591,D7,2,1,59718,120 WEST 228 STREET,MANHATTAN,1022150591,67,C
2589,31,F9,0,1,74080,231 WALNUT AVENUE,BRONX,2025890031,14,D
2950,1,D1,2,1,34080,1879 CLINTON AVENUE,BRONX,2029500001,30,D
2590,51,F5,4,1,59675,865 EAST 138 STREET,BRONX,2025900051,37,D
2590,102,C7,2,1,43551,759 EAST 138 STREET,BRONX,2025900102,54,D
2950,11,D1,2,1,30716,1870 CROTONA AVENUE,BRONX,2029500011,3,D
2594,1,K4,0,17,28090,883 EAST 134 STREET,BRONX,2025940001,88,A
4124,12,C1,2,1,26400,1855 BOGART AVENUE,BRONX,2041240012,31,D
2952,9,C1,2,1,30038,801 CROTONA PARK NORTH,BRONX,2029520009,23,D
4124,17,C1,2,1,26400,1845 BOGART AVENUE,BRONX,2041240017,12,D
2596,20,Z9,4,1,35681,900 EAST 138 STREET,BRONX,2025960020,0,F
2216,1,D7,2,8,1032400,175 NAGLE AVENUE,MANHATTAN,1022160001,0,F
2217,22,C1,2,1,52970,552 ACADEMY STREET,MANHATTAN,1022170022,57,C
4125,15,W1,0,1,53840,1840 BOGART AVENUE,BRONX,2041250015,30,D
2217,29,C1,2,1,38820,544 ACADEMY STREET,MANHATTAN,1022170029,14,D
2955,36,D1,2,1,43980,815 FAIRMOUNT PLACE,BRONX,2029550036,2,D
2217,43,C1,2,1,42464,184 NAGLE AVENUE,MANHATTAN,1022170043,56,C
2955,40,C1,2,1,25925,805 FAIRMOUNT PLACE,BRONX,2029550040,78,B
2218,35,D7,2,1,104180,228 NAGLE AVENUE,MANHATTAN,1022180035,51,D
2219,37,C1,2,1,42520,270 NAGLE AVENUE,MANHATTAN,1022190037,45,D
2957,38,C1,2,1,35420,893 CROTONA PARK NORTH,BRONX,2029570038,7,D
2221,39,C1,2,1,30725,66 POST AVENUE,MANHATTAN,1022210039,39,D
2958,31,D7,2,1,38220,855 EAST 175 STREET,BRONX,2029580031,21,D
2223,1,D7,2,1,47262,231 SHERMAN AVENUE,MANHATTAN,1022230001,1,D
2603,26,C7,2,1,31050,1034 AVENUE ST JOHN,BRONX,2026030026,5,D
2603,30,C1,2,1,40500,1044 AVENUE ST JOHN,BRONX,2026030030,53,D
2603,35,D1,2,1,80256,581 TIMPSON PLACE,BRONX,2026030035,85,A
2224,1,K2,4,1,25520,177 DYCKMAN STREET,MANHATTAN,1022240001,41,D
2225,42,C7,2,1,39780,144 SHERMAN AVENUE,MANHATTAN,1022250042,10,D
2226,7501,R0,2,1,25752,546 WEST 207 STREET,MANHATTAN,1022267501,0,F
2228,25,D1,2,1,68670,514 WEST 211 STREET,MANHATTAN,1022280025,46,D
2228,37,C1,2,1,36415,276 SHERMAN AVENUE,MANHATTAN,1022280037,7,D
2229,5,C7,2,1,55015,4996 BROADWAY,MANHATTAN,1022290005,90,A
4072,5,O5,4,1,28722,58 WESTCHESTER SQUARE,BRONX,2040720005,0,F
2234,34,C1,2,1,25585,72 VERMILYEA AVENUE,MANHATTAN,1022340034,8,D
4074,1,Z1,0,1,17760,1400 WILLIAMSBRIDGE ROAD,BRONX,2040740001,87,A
2234,36,C1,2,1,32345,66 VERMILYEA AVENUE,MANHATTAN,1022340036,58,C
2236,27,C7,2,1,38771,140 VERMILYEA AVENUE,MANHATTAN,1022360027,9,D
2238,14,D6,2,1,25100,29 COOPER STREET,MANHATTAN,1022380014,70,B
2963,20,E1,4,1,34488,810 EAST 170 STREET,BRONX,2029630020,0,F
2609,46,C1,2,1,28800,1175 FULTON AVENUE,BRONX,2026090046,18,D
2239,1,C1,2,1,37460,65 SEAMAN AVENUE,MANHATTAN,1022390001,56,C
2609,51,C6,2,1,36560,1165 FULTON AVENUE,BRONX,2026090051,54,D
2610,58,C1,2,1,33695,1231 FULTON AVENUE,BRONX,2026100058,52,D
2611,1,D1,2,1,117290,1180 FULTON AVENUE,BRONX,2026110001,92,A
2240,9,D1,2,1,42108,125 SEAMAN AVENUE,MANHATTAN,1022400009,78,B
2240,13,D1,0,1,42108,133 SEAMAN AVENUE,MANHATTAN,1022400013,93,A
2240,17,D1,2,1,47202,143 SEAMAN AVENUE,MANHATTAN,1022400017,73,B
2241,25,D7,2,1,107085,4915 BROADWAY,MANHATTAN,1022410025,98,A
2612,7,I1,4,1,331624,1276 FULTON AVENUE,BRONX,2026120007,95,A
2241,42,C1,2,1,33000,677 WEST 204 STREET,MANHATTAN,1022410042,44,D
2612,53,C1,2,1,33055,1253 FRANKLIN AVENUE,BRONX,2026120053,28,D
2613,1,N2,0,1,97000,1122 FRANKLIN AVENUE,BRONX,2026130001,1,D
2613,36,C1,2,1,27790,1115 BOSTON ROAD,BRONX,2026130036,38,D
2965,100,D7,2,1,114409,850 JENNINGS STREET,BRONX,2029650100,76,B
2966,17,C6,2,1,30000,1500 BOSTON ROAD,BRONX,2029660017,3,D
2615,8,D1,2,1,59814,1250 FRANKLIN AVENUE,BRONX,2026150008,5,D
2243,313,D4,2,1,44283,90 PARK TERRACE EAST,MANHATTAN,1022430313,57,C
2243,378,D1,2,1,36012,558 WEST 218 STREET,MANHATTAN,1022430378,0,F
2243,386,D1,2,1,33280,87 PARK TERRACE WEST,MANHATTAN,1022430386,32,D
4168,1,C7,2,1,43500,1603 HOBART AVENUE,BRONX,2041680001,36,D
2246,135,D1,2,1,70102,1781 RIVERSIDE DRIVE,MANHATTAN,1022460135,61,C
2247,56,C7,2,1,56700,2 SEAMAN AVENUE,MANHATTAN,1022470056,5,D
2619,17,F5,4,1,49070,861 EAGLE AVENUE,BRONX,2026190017,0,F
2248,9,D4,2,1,31140,115 PAYSON AVENUE,MANHATTAN,1022480009,91,A
2619,27,W3,4,1,32500,831 EAGLE AVENUE,BRONX,2026190027,77,B
2250,27,C1,2,1,32599,222 SEAMAN AVENUE,MANHATTAN,1022500027,67,C
2250,50,D1,2,1,68592,583 WEST 215 STREET,MANHATTAN,1022500050,65,C
2622,5,C7,2,1,66400,576 EAST 165 STREET,BRONX,2026220005,39,D
2250,58,D7,2,1,124174,600 WEST 218 STREET,MANHATTAN,1022500058,0,F
4174,5,D1,2,1,65106,3150 ROBERTS AVENUE,BRONX,2041740005,29,D
4174,10,D7,2,1,36788,3439 BRUCKNER BOULEVARD,BRONX,2041740010,84,B
4174,7502,R0,2,1,30094,3427 BRUCKNER BOULEVARD,BRONX,2041747502,82,B
2972,62,C7,2,1,36455,1306 CHISHOLM STREET,BRONX,2029720062,57,C
2973,61,D1,2,1,34400,870 FREEMAN STREET,BRONX,2029730061,2,D
2624,82,C1,2,1,28704,647 CAULDWELL AVENUE,BRONX,2026240082,99,A
2976,1,N2,4,1,63100,1312 INTERVALE AVENUE,BRONX,2029760001,78,B
2977,80,I7,4,1,41897,1418 MINFORD PLACE,BRONX,2029770080,29,D
2977,168,O2,4,1,35000,1527 SOUTHERN BLVD,BRONX,2029770168,0,F
2630,51,C1,2,1,44366,837 TRINITY AVENUE,BRONX,2026300051,44,D
2632,27,W1,0,1,128765,958 CAULDWELL AVENUE,BRONX,2026320027,70,B
2277,10,E1,4,1,104334,120 BRUCKNER BOULEVARD,BRONX,2022770010,95,A
2983,30,D9,2,1,42452,1705 HOE AVENUE,BRONX,2029830030,71,B
2983,34,D9,2,1,42351,1695 HOE AVENUE,BRONX,2029830034,1,D
2985,13,C1,2,1,43244,1890 CROTONA PARKWAY,BRONX,2029850013,41,D
2985,17,M1,4,1,42600,1912 CROTONA PARKWAY,BRONX,2029850017,0,F
2985,31,D1,2,1,44392,1932 CROTONA PARKWAY,BRONX,2029850031,39,D
2642,22,N2,4,1,58710,607 CONCORD AVENUE,BRONX,2026420022,54,D
2985,38,D7,2,1,76267,1956 CROTONA PARKWAY,BRONX,2029850038,8,D
2985,7501,R0,2,1,102885,1926 CROTONA PARKWAY,BRONX,2029857501,65,C
2643,60,D1,2,1,48574,630 CONCORD AVENUE,BRONX,2026430060,25,D
2987,25,D9,2,1,105000,950 JENNINGS STREET,BRONX,2029870025,76,B
2988,19,C9,2,1,27000,1463 VYSE AVENUE,BRONX,2029880019,0,F
2647,5,D1,2,1,49608,820 JACKSON AVENUE,BRONX,2026470005,29,D
2282,18,D7,2,4,145936,430 EAST 138 STREET,BRONX,2022820018,5,D
2992,43,D7,2,1,64440,1950 DALY AVENUE,BRONX,2029920043,4,D
4226,15,O2,0,3,28000,32 INDUSTRIAL STREET,BRONX,2042260015,69,C
4153,8,D1,2,1,41800,1632 HUTCH RIVER PARKWAY EAST,BRONX,2041530008,39,D
4154,1,D1,2,1,28788,1650 HUTCH RIVER PARKWAY EAST,BRONX,2041540001,0,F
2655,30,W1,0,1,237210,756 FOREST AVENUE,BRONX,2026550030,93,A
2997,24,D9,2,1,40256,1710 VYSE AVENUE,BRONX,2029970024,0,F
2997,26,D9,2,1,45660,1717 BRYANT AVENUE,BRONX,2029970026,80,B
2997,46,D1,2,1,38500,1665 BRYANT AVENUE,BRONX,2029970046,43,D
2998,14,C1,2,1,36300,1796 VYSE AVENUE,BRONX,2029980014,9,D
2998,18,C1,2,1,36300,1806 VYSE AVENUE,BRONX,2029980018,19,D
2998,135,C1,2,1,35280,1007 EAST 174 STREET,BRONX,2029980135,58,C
2286,36,W1,0,1,146320,329 BROOK AVENUE,BRONX,2022860036,88,A
4162,1,C7,2,1,50855,1737 PILGRIM AVENUE,BRONX,2041620001,55,C
4249,25,C1,2,1,36000,2978 EAST 196 STREET,BRONX,2042490025,55,C
2663,62,D5,0,3,74966,751 EAST 168 STREET,BRONX,2026630062,28,D
2664,61,D1,2,1,129384,810 EAST 152 STREET,BRONX,2026640061,15,D
4249,42,D1,2,1,31125,2023 BURR AVENUE,BRONX,2042490042,36,D
3002,20,D1,2,1,41950,1700 BRYANT AVENUE,BRONX,2030020020,68,C
3002,25,D7,2,1,82530,1715 LONGFELLOW AVENUE,BRONX,2030020025,19,D
2665,61,C7,2,1,43750,721 UNION AVENUE,BRONX,2026650061,36,D
4171,1,W1,0,3,113500,3030 ROBERTS AVENUE,BRONX,2041710001,86,A
3002,47,C7,0,1,25065,995 EAST 173 STREET,BRONX,2030020047,93,A
3005,7,D1,2,1,98524,1904 VYSE AVENUE,BRONX,2030050007,21,D
2288,36,D1,2,1,41501,462 EAST 144 STREET,BRONX,2022880036,6,D
4173,29,D7,2,1,51000,1610 MAHAN AVENUE,BRONX,2041730029,36,D
4253,80,D1,2,1,87902,1975 BIRCHALL AVENUE,BRONX,2042530080,26,D
2669,44,C1,2,1,31553,987 UNION AVENUE,BRONX,2026690044,87,A
2669,47,C7,2,1,32700,981 UNION AVENUE,BRONX,2026690047,100,A
3010,25,C1,2,1,33000,1016 EAST 174 STREET,BRONX,2030100025,93,A
3014,7501,R0,2,1,176233,1544 BOONE AVENUE,BRONX,2030147501,97,A
2674,12,C7,2,1,31420,565 PROSPECT AVENUE,BRONX,2026740012,10,D
2674,21,C7,2,1,54500,584 UNION AVENUE,BRONX,2026740021,82,B
2292,13,K2,4,1,30100,496 BERGEN AVENUE,BRONX,2022920013,4,D
2674,51,D1,2,1,112536,645 PROSPECT AVENUE,BRONX,2026740051,84,B
3022,10,D1,2,1,56448,2388 TIEBOUT AVENUE,BRONX,2030220010,46,D
3022,37,D1,2,1,45221,2401 MARION AVENUE,BRONX,2030220037,98,A
3022,43,D1,2,1,33408,2375 MARION AVENUE,BRONX,2030220043,67,C
3022,50,C1,2,1,51900,2440 TIEBOUT AVENUE,BRONX,2030220050,36,D
2294,2,K4,4,1,177094,2850 3 AVENUE,BRONX,2022940002,65,C
4261,24,C7,2,1,48774,1991 BRONXDALE AVENUE,BRONX,2042610024,3,D
2295,7501,R0,2,1,476038,85 WILLIS AVENUE,BRONX,2022957501,61,C
4194,39,D7,2,1,54000,1845 HOBART AVENUE,BRONX,2041940039,53,D
4196,34,D1,2,1,42000,3063 BUHRE AVENUE,BRONX,2041960034,0,F
3024,21,W1,0,2,161500,2400 MARION AVENUE,BRONX,2030240021,62,C
2677,19,C7,2,1,26460,834 EAST 161 STREET,BRONX,2026770019,25,D
2298,1,W1,0,1,115280,335 EAST 135 STREET,BRONX,2022980001,66,C
3028,3,D1,2,1,84248,1973 WEBSTER  AVENUE,BRONX,2030280003,88,A
3028,55,D1,2,1,233112,4275 PARK AVENUE,BRONX,2030280055,74,B
2683,39,C7,2,1,25926,575 SOUTHERN BOULEVARD,BRONX,2026830039,87,A
2303,58,I5,0,1,21675,343 EAST 140 STREET,BRONX,2023030058,100,A
2304,1,D3,2,3,550000,340 ALEXANDER AVENUE,BRONX,2023040001,0,F
2684,85,D5,2,1,32420,647 FOX STREET,BRONX,2026840085,28,D
4269,37,M1,0,2,37622,1925 HONE AVENUE,BRONX,2042690037,42,D
2308,15,O5,4,1,82946,26 BRUCKNER BOULEVARD,BRONX,2023080015,73,B
2309,12,D1,2,3,128340,23 BRUCKNER BOULEVARD,BRONX,2023090012,67,C
3035,48,D4,2,1,32200,463 EAST 178 STREET,BRONX,2030350048,0,F
2688,1,W1,0,1,63500,742 PROSPECT AVENUE,BRONX,2026880001,61,C
4222,93,D1,2,1,112339,1545 RHINELANDER AVENUE,BRONX,2042220093,39,D
2688,48,D7,2,1,40801,850 LONGWOOD AVENUE,BRONX,2026880048,14,D
4226,5,E1,4,1,285630,1502 BASSETT AVENUE,BRONX,2042260005,0,F
2689,9,D7,2,1,33783,850 EAST 161 STREET,BRONX,2026890009,83,B
4230,15,D4,2,1,179920,1950 HUTCH RIVER PARKWAY EAST,BRONX,2042300015,17,D
3037,79,W1,0,1,80000,2145 WASHINGTON AVENUE,BRONX,2030370079,36,D
3038,55,C1,2,1,40715,450 EAST 184 STREET,BRONX,2030380055,6,D
2690,81,D1,2,1,82000,881 EAST 162 STREET,BRONX,2026900081,30,D
4285,5,D1,2,1,55650,2040 BRONXDALE AVENUE,BRONX,2042850005,100,A
2327,54,O5,4,1,69780,384 EAST 149 STREET,BRONX,2023270054,73,B
4285,10,D1,2,1,43854,2036 CRUGER AVENUE,BRONX,2042850010,17,D
4289,50,D4,2,1,67500,758 BRADY AVENUE,BRONX,2042890050,74,B
2690,134,D7,2,1,28699,866 EAST 165 STREET,BRONX,2026900134,25,D
4291,14,D4,2,2,220000,2105 WALLACE AVENUE,BRONX,2042910014,99,A
2330,34,O6,4,1,48310,332 EAST 149 STREET,BRONX,2023300034,68,C
4298,22,D4,2,1,105000,900 LYDIG AVENUE,BRONX,2042980022,57,C
4238,11,C1,2,1,32400,3104 WILKINSON AVENUE,BRONX,2042380011,25,D
4238,18,C1,2,1,28000,3112 WILKINSON AVENUE,BRONX,2042380018,12,D
2331,7501,R0,2,1,72532,349 EAST 149 STREET,BRONX,2023317501,70,B
2692,14,W1,0,1,77400,1180 STEBBINS AVENUE,BRONX,2026920014,80,B
4238,27,D7,2,1,79400,3120 WILKINSON AVENUE,BRONX,2042380027,9,D
2692,48,D1,2,1,64245,1157 INTERVALE AVENUE,BRONX,2026920048,34,D
2335,16,I1,0,2,1593305,229 EAST 144 STREET,BRONX,2023350016,87,A
2338,3,D7,2,1,547382,2862 PARK AVENUE,BRONX,2023380003,61,C
2692,74,D7,2,1,40800,865 EAST 167 STREET,BRONX,2026920074,40,D
3044,17,D3,2,1,90994,2000 WASHINGTON AVENUE,BRONX,2030440017,72,B
2696,85,W1,0,1,95000,886 REV JAMES POLITE AVENUE,BRONX,2026960085,92,A
4248,26,C1,2,1,31500,2954 EAST 196 STREET,BRONX,2042480026,0,F
3048,46,O2,4,1,29509,4419 3 AVENUE,BRONX,2030480046,60,C
2699,7,D1,2,1,35269,944 ROGERS PLACE,BRONX,2026990007,82,B
4317,1,D1,2,1,75133,2144 BRONX PARK EAST,BRONX,2043170001,7,D
3050,10,D1,2,1,54365,491 FLETCHER PLACE,BRONX,2030500010,42,D
4317,6,D4,2,1,64291,2160 BRONX PARK EAST,BRONX,2043170006,67,C
4250,26,D3,2,1,52941,1870 PELHAM PARKWAY SOUTH,BRONX,2042500026,4,D
2353,1,G1,0,1,30345,121 EAST 150 STREET,BRONX,2023530001,33,D
4317,85,D1,2,1,74826,2160 BOLTON STREET,BRONX,2043170085,49,D
4317,92,D1,2,1,79544,2180 BOLTON STREET,BRONX,2043170092,50,D
4251,1,C1,2,1,35000,2955 EAST 196 STREET,BRONX,2042510001,18,D
4317,100,D1,2,1,49680,2190 BOLTON STREET,BRONX,2043170100,0,F
4251,11,D4,2,1,85218,1874 PELHAM PARKWAY SOUTH,BRONX,2042510011,55,C
4318,30,D1,2,1,70296,2197 CRUGER AVENUE,BRONX,2043180030,0,F
4318,45,D1,2,1,81996,2167 CRUGER AVENUE,BRONX,2043180045,54,D
4251,41,C1,2,1,42000,2965 EAST 196 STREET,BRONX,2042510041,48,D
4319,15,D4,2,1,70812,2186 CRUGER AVENUE,BRONX,2043190015,77,B
4319,25,D1,2,1,88386,2198 CRUGER AVENUE,BRONX,2043190025,6,D
4319,40,D4,2,1,73182,2187 HOLLAND AVENUE,BRONX,2043190040,70,B
4319,45,D1,2,1,73842,2157 HOLLAND AVENUE,BRONX,2043190045,61,C
3051,1,D1,2,1,69498,535 EAST 182 STREET,BRONX,2030510001,87,A
4320,22,D1,2,1,166042,750 PELHAM PARKWAY SOUTH,BRONX,2043200022,0,F
4320,42,D1,2,1,84588,2181 WALLACE AVENUE,BRONX,2043200042,68,C
4321,5,D7,0,2,69927,2150 WALLACE AVENUE,BRONX,2043210005,18,D
4321,58,D1,2,1,74772,2161 BARNES AVENUE,BRONX,2043210058,39,D
4322,32,D7,2,1,58092,2194 BARNES AVENUE,BRONX,2043220032,95,A
3051,7501,R0,2,2,325145,4511 3 AVENUE,BRONX,2030517501,100,A
2356,20,W5,0,1,36296,80 EAST 150 STREET,BRONX,2023560020,100,A
2703,14,C7,2,1,29700,938 INTERVALE AVENUE,BRONX,2027030014,12,D
2703,53,D7,2,1,61872,945 EAST 163 STREET,BRONX,2027030053,32,D
2359,100,W1,0,4,9680,639 ST ANNS AVENUE,BRONX,2023590100,100,A
2362,15,O5,4,1,26309,2918 3 AVENUE,BRONX,2023620015,0,F
4329,12,D1,2,1,97387,1055 ESPLANADE,BRONX,2043290012,100,A
4332,5,D7,2,1,51600,1130 PELHAM PARKWAY SOUTH,BRONX,2043320005,71,B
2706,1,D6,2,1,61797,1118 INTERVALE AVENUE,BRONX,2027060001,9,D
2707,85,D7,2,1,46264,751 FOX STREET,BRONX,2027070085,25,D
2368,7501,R0,2,1,117206,488 EAST 164 STREET,BRONX,2023687501,60,C
4337,27,D1,0,1,31788,620 THWAITES PLACE,BRONX,2043370027,0,F
4337,32,D1,2,1,57678,2245 BARKER AVENUE,BRONX,2043370032,78,B
4337,64,D1,2,1,86527,620 REISS PLACE,BRONX,2043370064,79,B
4341,1,D4,2,1,125891,665 THWAITES PLACE,BRONX,2043410001,74,B
4341,20,D9,2,1,79995,2275 OLINVILLE AVENUE,BRONX,2043410020,75,B
4344,19,D1,2,1,66151,2230 CRUGER AVENUE,BRONX,2043440019,41,D
4345,5,D1,2,1,59772,2206 HOLLAND AVENUE,BRONX,2043450005,80,B
4271,1,C7,2,1,25848,1964 LURTING AVENUE,BRONX,2042710001,10,D
3061,36,D7,2,1,60000,551 EAST 178 STREET,BRONX,2030610036,57,C
3061,42,C1,2,1,55272,2018 MONTEREY AVENUE,BRONX,2030610042,100,A
3061,55,W1,0,1,45000,560 EAST 179 STREET,BRONX,2030610055,75,B
