Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore
3062,43,W1,0,1,69197,2100 LAFONTAINE AVENUE,BRONX,2030620043,37,D
2712,1,D3,2,1,37641,891 FOX STREET,BRONX,2027120001,33,D
2712,40,D1,2,1,32994,901 FOX STREET,BRONX,2027120040,36,D
3064,10,I6,4,1,99940,4418 3 AVENUE,BRONX,2030640010,0,F
2372,11,C1,2,1,26310,1186 WASHINGTON AVENUE,BRONX,2023720011,40,D
2377,20,D3,2,1,98756,441 EAST 155 STREET,BRONX,2023770020,86,A
4286,4,D1,2,1,129000,2070 BRONX PARK EAST,BRONX,2042860004,74,B
4287,40,D1,2,1,77928,2125 CRUGER AVENUE,BRONX,2042870040,37,D
4288,30,D1,2,1,65418,2120 CRUGER AVENUE,BRONX,2042880030,59,C
4290,8,D3,2,1,252400,801 NEILL AVENUE,BRONX,2042900008,26,D
4291,24,D7,2,1,178126,2131 WALLACE AVENUE,BRONX,2042910024,36,D
4293,5,D1,2,1,57053,2064 BARNES AVENUE,BRONX,2042930005,59,C
4293,10,D4,2,1,127000,2080 BARNES AVENUE,BRONX,2042930010,100,A
2378,7501,R0,2,1,69112,3055 3 AVENUE,BRONX,2023787501,56,C
3068,55,D7,2,1,47191,600 EAST 178 STREET,BRONX,2030680055,20,D
2720,24,D1,2,1,42500,739 SOUTHERN BOULEVARD,BRONX,2027200024,21,D
3068,93,C7,2,1,37105,620 EAST 178 STREET,BRONX,2030680093,1,D
2720,28,D1,0,1,26592,731 SOUTHERN BOULEVARD,BRONX,2027200028,52,D
3069,17,D1,2,1,70100,2080 LAFONTAINE AVENUE,BRONX,2030690017,36,D
2720,57,D1,2,1,37000,774 FOX STREET,BRONX,2027200057,0,F
2379,51,D1,2,1,76000,3097 3 AVENUE,BRONX,2023790051,74,B
2720,63,D1,2,1,37000,784 FOX STREET,BRONX,2027200063,0,F
2721,10,D7,2,1,63891,830 FOX STREET,BRONX,2027210010,38,D
2721,20,C6,2,1,31335,829 SOUTHERN BOULEVARD,BRONX,2027210020,36,D
3069,93,D7,2,1,63931,2031 HUGHES AVENUE,BRONX,2030690093,37,D
2722,40,D1,2,1,94916,887 SOUTHERN BOULEVARD,BRONX,2027220040,83,B
2724,190,O5,4,1,33750,947 SOUTHERN BOULEVARD,BRONX,2027240190,22,D
2382,37,D1,2,1,27927,407 EAST 160 STREET,BRONX,2023820037,99,A
3071,47,C7,2,1,45000,2238 ADAMS PLACE,BRONX,2030710047,100,A
2388,16,D1,0,1,50506,4 GOUVERNEUR PLACE,BRONX,2023880016,0,F
4319,1,D7,2,1,88810,2140 CRUGER AVENUE,BRONX,2043190001,61,C
4319,30,D4,2,1,88386,2199 HOLLAND AVENUE,BRONX,2043190030,69,C
4321,13,D1,2,1,74514,2160 WALLACE AVENUE,BRONX,2043210013,70,B
4322,18,D1,2,1,66075,2162 BARNES AVENUE,BRONX,2043220018,37,D
4322,25,D1,2,1,65862,2182 BARNES AVENUE,BRONX,2043220025,79,B
4322,57,C1,2,1,46604,2145 MATTHEWS AVENUE,BRONX,2043220057,0,F
4323,18,D1,2,1,136122,2160 MATTHEWS AVENUE,BRONX,2043230018,65,C
4323,35,D1,2,1,34518,2196 MATTHEWS AVENUE,BRONX,2043230035,95,A
3079,22,C1,2,1,28320,2008 HUGHES AVENUE,BRONX,2030790022,100,A
2399,20,D1,2,1,45060,390 EAST 153 STREET,BRONX,2023990020,57,C
4328,7501,R0,2,1,39840,990 PELHAM PARKWAY SOUTH,BRONX,2043287501,29,D
4410,21,I7,4,1,49234,1800 WARING AVENUE,BRONX,2044100021,0,F
3080,19,C7,2,1,25100,2082 HUGHES AVENUE,BRONX,2030800019,0,F
4411,300,N2,0,9,54000,1740 STILLWELL AVENUE,BRONX,2044110300,28,D
4423,1,I6,4,1,188760,2300 ELY AVENUE,BRONX,2044230001,78,B
3080,41,D4,2,1,26739,2023 BELMONT AVENUE,BRONX,2030800041,71,B
4427,4,D9,2,1,66832,2505 BARKER AVENUE,BRONX,2044270004,22,D
4427,7,D1,2,1,87120,2504 BRONX PARK EAST,BRONX,2044270007,65,C
4337,1,D4,2,1,108757,601 PELHAM PARKWAY NORTH,BRONX,2043370001,49,D
4337,18,D4,2,1,65071,2244 BRONX PARK EAST,BRONX,2043370018,65,C
4431,1,D6,2,2,195780,2440 BOSTON ROAD,BRONX,2044310001,0,F
4340,1,D1,2,1,53424,2260 BRONX PARK EAST,BRONX,2043400001,80,B
4340,18,D1,2,1,88374,2300 BRONX PARK EAST,BRONX,2043400018,77,B
4340,86,D1,2,1,32620,2255 BARKER AVENUE,BRONX,2043400086,64,C
3081,26,W1,0,2,76000,2101 CROTONA AVENUE,BRONX,2030810026,20,D
4344,38,D1,2,1,35986,2241 HOLLAND AVENUE,BRONX,2043440038,42,D
4344,42,D1,2,1,73500,2225 HOLLAND AVENUE,BRONX,2043440042,53,D
4347,1,C7,2,1,36970,2303 HOLLAND AVENUE,BRONX,2043470001,47,D
4347,7,D1,2,1,337570,2324 BOSTON ROAD,BRONX,2043470007,30,D
3083,1,D4,2,2,272000,661 EAST 181 STREET,BRONX,2030830001,9,D
3084,8,C1,2,1,33350,670 GARDEN STREET,BRONX,2030840008,0,F
2743,55,C7,2,1,30960,953 ALDUS STREET,BRONX,2027430055,2,D
4435,18,D1,2,1,30816,2530 HOLLAND AVENUE,BRONX,2044350018,1,D
4349,1,D3,2,9,424625,815 PELHAM PARKWAY NORTH,BRONX,2043490001,0,F
4436,27,D1,2,1,60719,776 MACE AVENUE,BRONX,2044360027,47,D
2407,1,O5,4,1,29130,860 COURTLANDT AVENUE,BRONX,2024070001,74,B
4444,1,D3,2,9,469000,901 WARING AVENUE,BRONX,2044440001,0,F
4365,64,D9,2,1,56999,1135 PELHAM PARKWAY NORTH,BRONX,2043650064,84,B
3089,1,C1,2,1,37392,685 EAST 183 STREET,BRONX,2030890001,46,D
2751,33,D5,2,1,36345,1203 WESTCHESTER AVENUE,BRONX,2027510033,0,F
2420,120,D1,2,1,239712,280 EAST 161 STREET,BRONX,2024200120,61,C
3095,1,C6,2,1,30000,705 EAST 179 STREET,BRONX,2030950001,0,F
3095,7,D4,2,1,25176,700 OAKLAND PLACE,BRONX,2030950007,37,D
2756,1,D3,2,1,46030,1010 BRYANT AVENUE,BRONX,2027560001,99,A
2421,7501,R0,2,1,131233,294 EAST 162 STREET,BRONX,2024217501,87,A
2422,30,C6,2,1,33055,943 TELLER AVENUE,BRONX,2024220030,3,D
2757,10,D5,2,1,47540,1240 WESTCHESTER AVENUE,BRONX,2027570010,71,B
3097,16,D1,2,1,98900,2160 CLINTON AVENUE,BRONX,2030970016,91,A
2761,103,D1,2,1,50052,887 BRYANT AVENUE,BRONX,2027610103,83,B
3103,20,D3,0,1,51600,2334 BEAUMONT AVENUE,BRONX,2031030020,37,D
2762,86,C1,2,1,33880,836 FAILE STREET,BRONX,2027620086,33,D
2432,47,C1,2,1,71070,309 EAST 164 STREET,BRONX,2024320047,49,D
2762,149,C1,2,1,44046,850 BRYANT AVENUE,BRONX,2027620149,44,D
2762,153,D5,2,1,46086,860 BRYANT AVENUE,BRONX,2027620153,57,C
3109,1,W1,0,4,134957,2055 MAPES AVENUE,BRONX,2031090001,97,A
3111,9,C1,2,1,33250,814 EAST 181 STREET,BRONX,2031110009,100,A
2762,7501,R0,2,1,65137,1314 SENECA AVENUE,BRONX,2027627501,28,D
4424,22,D1,2,1,59920,2440 BRONX PARK EAST,BRONX,2044240022,100,A
2763,95,D1,2,1,31385,741 COSTER STREET,BRONX,2027630095,63,C
2763,97,D1,2,1,31385,739 COSTER STREET,BRONX,2027630097,63,C
2763,100,D1,2,1,38460,717 COSTER STREET,BRONX,2027630100,26,D
4425,1,D4,2,1,183600,2410 BARKER AVENUE,BRONX,2044250001,36,D
2763,144,C1,2,1,29700,754 COSTER STREET,BRONX,2027630144,57,C
2434,47,D1,0,3,33105,1104 FINDLAY AVENUE,BRONX,2024340047,8,D
4426,5,D1,2,1,47886,679 WARING AVENUE,BRONX,2044260005,71,B
4426,17,D1,2,1,95700,2440 OLINVILLE AVENUE,BRONX,2044260017,48,D
3118,44,D1,2,1,29260,2060 CROTONA PARKWAY,BRONX,2031180044,47,D
4430,28,D1,2,1,66368,2455 CRUGER AVENUE,BRONX,2044300028,84,B
4432,1,W1,0,1,99985,2401 WALLACE AVENUE,BRONX,2044320001,84,B
2435,7,D1,2,1,82600,1200 COLLEGE AVENUE,BRONX,2024350007,55,C
4432,28,D7,2,1,67400,750 MACE AVENUE,BRONX,2044320028,83,B
4433,1,C1,2,1,51400,2507 CRUGER AVENUE,BRONX,2044330001,35,D
2763,190,D7,2,1,55200,1290 LAFAYETTE AVENUE,BRONX,2027630190,36,D
3121,38,D1,2,1,36596,906 EAST 178 STREET,BRONX,2031210038,52,D
2763,195,D1,2,1,54150,760 HUNTS POINT AVENUE,BRONX,2027630195,69,C
3121,46,D1,2,1,80479,912 EAST 178 STREET,BRONX,2031210046,45,D
2763,220,C7,2,1,42900,769 BRYANT AVENUE,BRONX,2027630220,30,D
2763,227,D4,2,1,108306,750 FAILE STREET,BRONX,2027630227,13,D
2765,56,F4,0,2,32000,1190 LONGWOOD AVENUE,BRONX,2027650056,0,F
3123,3,W1,0,3,169410,2024 MOHEGAN AVENUE,BRONX,2031230003,71,B
3123,77,D1,2,1,26170,871 EAST 179 STREET,BRONX,2031230077,5,D
2765,232,E1,4,1,33400,1245 RANDALL AVENUE,BRONX,2027650232,0,F
3124,66,C1,2,1,27600,2147 HONEYWELL AVENUE,BRONX,2031240066,5,D
2765,269,W1,0,1,9200,657 COSTER STREET,BRONX,2027650269,38,D
4444,16,W1,0,2,74800,980 MACE AVENUE,BRONX,2044440016,82,B
2443,190,W1,0,1,153600,250 EAST 156 STREET,BRONX,2024430190,65,C
2445,6,W1,0,1,46255,244 EAST 163 STREET,BRONX,2024450006,15,D
3125,30,C1,2,1,30500,2133 DALY AVENUE,BRONX,2031250030,7,D
4447,24,C1,2,1,28520,2556 COLDEN AVENUE,BRONX,2044470024,34,D
2446,43,W1,0,2,176400,250 EAST 164 STREET,BRONX,2024460043,85,A
3128,9,D1,2,1,30617,924 EAST 181 STREET,BRONX,2031280009,8,D
3128,13,D1,2,1,33996,934 EAST 181 STREET,BRONX,2031280013,33,D
2449,68,D1,2,1,44865,1175 MORRIS AVENUE,BRONX,2024490068,37,D
2450,31,D5,2,1,27750,266 EAST 169 STREET,BRONX,2024500031,43,D
3130,2,D1,2,1,79154,985 EAST TREMONT AVENUE,BRONX,2031300002,39,D
3130,20,D1,2,3,228404,999 EAST TREMONT AVENUE,BRONX,2031300020,21,D
2452,51,C1,2,1,30930,1194 SHERMAN AVENUE,BRONX,2024520051,0,F
2453,1,C7,2,1,36400,1210 SHERIDAN AVENUE,BRONX,2024530001,1,D
2453,45,D1,2,1,60360,1254 SHERMAN AVENUE,BRONX,2024530045,56,C
3133,1,D3,2,1,69300,961 EAST 180 STREET,BRONX,2031330001,22,D
3134,1,D1,2,1,43700,2134 VYSE AVENUE,BRONX,2031340001,11,D
3140,7,D1,2,1,200529,2082 BOSTON ROAD,BRONX,2031400007,23,D
3142,18,D7,2,1,72736,2050 VALENTINE AVENUE,BRONX,2031420018,63,C
3142,48,W1,0,1,48000,2075 WEBSTER AVENUE,BRONX,2031420048,27,D
3142,70,C7,2,1,26970,2037 WEBSTER AVENUE,BRONX,2031420070,25,D
3143,18,C1,2,1,63750,2120 TIEBOUT AVENUE,BRONX,2031430018,39,D
3143,33,C1,2,1,28020,2130 TIEBOUT AVENUE,BRONX,2031430033,42,D
2455,62,C7,2,1,30240,218 EAST 165 STREET,BRONX,2024550062,0,F
3143,36,D1,2,1,125685,333 EAST 181 STREET,BRONX,2031430036,30,D
3143,43,W1,0,1,189000,2225 WEBSTER AVENUE,BRONX,2031430043,71,B
2772,150,F1,4,1,28575,1335 EAST BAY AVENUE,BRONX,2027720150,0,F
2456,51,D1,2,1,38964,210 EAST 166 STREET,BRONX,2024560051,28,D
2456,55,C1,2,1,29460,1055 SHERMAN AVENUE,BRONX,2024560055,31,D
2456,181,D7,2,1,123000,185 MCCLELLAN STREET,BRONX,2024560181,20,D
2456,210,C7,2,1,44000,1154 SHERIDAN AVENUE,BRONX,2024560210,42,D
2456,214,C1,0,2,44000,1162 SHERIDAN AVENUE,BRONX,2024560214,87,A
2457,1,D7,2,1,68782,1212 GRAND CONCOURSE,BRONX,2024570001,4,D
2457,17,C1,2,1,39500,1250 GRAND CONCOURSE,BRONX,2024570017,36,D
3143,285,D1,2,1,110235,2332 TIEBOUT AVENUE,BRONX,2031430285,36,D
2457,23,C1,2,1,40050,1231 SHERIDAN AVENUE,BRONX,2024570023,26,D
2458,6,E9,4,1,43146,700 GRAND CONCOURSE,BRONX,2024580006,0,F
3144,58,D1,2,1,62094,2206 VALENTINE AVENUE,BRONX,2031440058,0,F
2458,16,D1,0,1,69120,730 GRAND CONCOURSE,BRONX,2024580016,51,D
2458,25,D1,0,1,69120,740 GRAND CONCOURSE,BRONX,2024580025,58,C
2459,1,C7,2,1,207300,840 GRAND CONCOURSE,BRONX,2024590001,75,B
2459,34,D7,2,1,122800,888 GRAND CONCOURSE,BRONX,2024590034,60,C
2461,22,D7,2,1,101020,917 SHERIDAN AVENUE,BRONX,2024610022,50,D
2777,292,E1,4,1,290000,1340 VIELE AVENUE,BRONX,2027770292,0,F
2463,1,D1,2,1,57500,1170 WALTON AVENUE,BRONX,2024630001,49,D
2463,6,D1,2,1,57500,1176 WALTON AVENUE,BRONX,2024630006,30,D
2463,11,D1,2,1,57240,112 TUDOR PLACE,BRONX,2024630011,77,B
2465,1,D7,2,1,91617,111 EAST 167 STREET,BRONX,2024650001,14,D
2471,1,W2,4,1,84920,1000 WALTON AVENUE,BRONX,2024710001,87,A
2472,34,I7,4,1,117200,1125 GRAND CONCOURSE,BRONX,2024720034,100,A
3150,41,D1,2,1,42380,2229 VALENTINE AVENUE,BRONX,2031500041,10,D
4506,1,C7,2,4,282920,2700 BRONX PARK EAST,BRONX,2045060001,16,D
3151,30,C7,2,1,31462,2363 VALENTINE AVENUE,BRONX,2031510030,9,D
2473,48,D1,2,1,112854,721 WALTON AVENUE,BRONX,2024730048,48,D
2474,28,D1,2,1,84000,835 WALTON AVENUE,BRONX,2024740028,70,B
4507,38,C1,2,1,37000,653 BRITTON STREET,BRONX,2045070038,1,D
3152,25,D1,2,1,44022,2395 VALENTINE AVENUE,BRONX,2031520025,90,A
3152,29,C1,2,1,30590,2385 VALENTINE AVENUE,BRONX,2031520029,42,D
4508,52,D1,2,1,47985,2830 OLINVILLE AVENUE,BRONX,2045080052,52,D
3152,32,C7,2,1,26882,2381 VALENTINE AVENUE,BRONX,2031520032,10,D
3154,22,C7,2,1,35100,2558 GRAND CONCOURSE,BRONX,2031540022,5,D
3154,35,C1,2,1,43270,2537 VALENTINE AVENUE,BRONX,2031540035,12,D
3154,40,C1,2,1,51285,2527 VALENTINE AVENUE,BRONX,2031540040,28,D
2477,15,D4,2,1,45786,1040 GERARD AVENUE,BRONX,2024770015,33,D
3156,27,D1,0,1,74580,2055 ANTHONY AVENUE,BRONX,2031560027,5,D
2478,64,D7,2,1,53815,1055 WALTON AVENUE,BRONX,2024780064,6,D
3156,96,C1,2,1,43460,2080 GRAND CONCOURSE,BRONX,2031560096,45,D
2482,40,D7,2,1,78240,731 GERARD AVENUE,BRONX,2024820040,29,D
3156,7501,R0,2,1,73558,269 EAST BURNSIDE AVENUE,BRONX,2031567501,63,C
3158,1,D7,2,1,61337,2230 GRAND CONCOURSE,BRONX,2031580001,1,D
3158,22,C7,2,1,29817,2274 GRAND CONCOURSE,BRONX,2031580022,29,D
3161,7,C1,2,1,26712,2094 CRESTON AVENUE,BRONX,2031610007,40,D
3161,18,D7,2,1,43000,2103 GRAND CONCOURSE,BRONX,2031610018,48,D
3162,34,C7,2,1,48220,2183 GRAND CONCOURSE,BRONX,2031620034,98,A
2495,100,W1,0,1,124830,1165 CROMWELL AVENUE,BRONX,2024950100,44,D
3163,1,C1,2,1,28745,155 EAST 182 STREET,BRONX,2031630001,100,A
2496,52,C7,2,1,47058,2 EAST 167 STREET,BRONX,2024960052,6,D
3163,11,D1,0,1,57660,2264 CRESTON AVENUE,BRONX,2031630011,71,B
2783,42,C7,2,1,30625,1365 FINDLAY AVENUE,BRONX,2027830042,3,D
3163,21,C1,2,1,29805,2295 GRAND CONCOURSE,BRONX,2031630021,100,A
3164,1,C7,2,1,33255,2298 CRESTON AVENUE,BRONX,2031640001,9,D
2496,81,D7,2,1,55650,35 MCCLELLAN STREET,BRONX,2024960081,21,D
3167,46,C1,2,1,39425,2564 CRESTON AVENUE,BRONX,2031670046,63,C
3170,1,W1,0,1,110250,101 EAST 181 STREET,BRONX,2031700001,30,D
3170,15,D1,2,1,36300,2192 MORRIS AVENUE,BRONX,2031700015,17,D
2784,10,D1,2,1,72000,306 EAST 171 STREET,BRONX,2027840010,20,D
3170,40,D1,2,1,49896,2191 CRESTON AVENUE,BRONX,2031700040,2,D
2784,29,N9,4,1,27418,1401 TELLER AVENUE,BRONX,2027840029,6,D
2505,1,C1,2,1,35700,1060 ANDERSON AVENUE,BRONX,2025050001,42,D
2784,50,C1,2,1,27900,1487 TELLER AVENUE,BRONX,2027840050,39,D
2505,3,D1,2,1,47064,1070 ANDERSON AVENUE,BRONX,2025050003,82,B
2505,6,D1,2,1,79440,1080 ANDERSON AVENUE,BRONX,2025050006,34,D
3173,24,D1,2,1,48000,2438 MORRIS AVENUE,BRONX,2031730024,92,A
2785,16,C1,2,1,36900,1330 MORRIS AVENUE,BRONX,2027850016,20,D
2785,20,C1,2,1,36000,1340 MORRIS AVENUE,BRONX,2027850020,50,D
2506,22,D1,2,1,39816,1214 SHAKESPEARE AVENUE,BRONX,2025060022,15,D
3173,29,K1,4,1,27893,100 EAST 188 STREET,BRONX,2031730029,45,D
3173,41,D1,2,1,83413,2435 CRESTON AVENUE,BRONX,2031730041,28,D
2506,24,D1,2,1,63990,1220 SHAKESPEARE AVENUE,BRONX,2025060024,38,D
3175,1,D1,2,1,48600,75 EAST 190 STREET,BRONX,2031750001,100,A
3175,10,D4,2,1,55440,55 EAST 190 STREET,BRONX,2031750010,90,A
3177,41,D1,2,1,37800,65 EAST 193 STREET,BRONX,2031770041,86,A
2506,134,D1,2,1,25800,1337 EDWARD L GRANT HIGHWAY,BRONX,2025060134,19,D
2786,2,D7,2,1,66564,1410 MORRIS AVENUE,BRONX,2027860002,14,D
2786,12,D1,2,1,28347,1434 MORRIS AVENUE,BRONX,2027860012,0,F
2509,6,D1,2,1,42652,1072 WOODYCREST AVENUE,BRONX,2025090006,14,D
2791,44,C7,2,1,30653,1707 TOPPING AVENUE,BRONX,2027910044,75,B
2791,54,D4,2,1,33000,1685 TOPPING AVENUE,BRONX,2027910054,8,D
2510,17,D1,2,1,44743,1230 WOODYCREST AVENUE,BRONX,2025100017,34,D
3187,40,C1,2,1,50000,2335 WALTON AVENUE,BRONX,2031870040,25,D
2510,23,D1,2,1,44743,1240 WOODYCREST AVENUE,BRONX,2025100023,100,A
3187,47,D1,2,1,73204,2323 WALTON AVENUE,BRONX,2031870047,67,C
2510,40,D1,2,1,137282,1187 ANDERSON AVENUE,BRONX,2025100040,21,D
3188,8,W9,0,1,10000,2392 JEROME AVENUE,BRONX,2031880008,35,D
3188,48,D7,2,1,41890,2435 WALTON AVENUE,BRONX,2031880048,45,D
2510,87,D1,2,1,32898,1165 SHAKESPEARE AVENUE,BRONX,2025100087,49,D
2511,13,D1,2,1,120472,900 OGDEN AVENUE,BRONX,2025110013,22,D
2794,15,D1,2,1,43000,1663 EASTBURN AVENUE,BRONX,2027940015,46,D
4526,1,W1,0,3,98884,2700 THROOP AVENUE,BRONX,2045260001,70,B
2795,14,O3,4,1,243047,1780 GRAND CONCOURSE,BRONX,2027950014,57,C
2795,42,C1,2,1,32065,1745 EASTBURN AVENUE,BRONX,2027950042,8,D
3193,1,C7,2,1,54723,2042 GRAND AVENUE,BRONX,2031930001,4,D
3193,17,C1,2,1,29865,2080 GRAND AVENUE,BRONX,2031930017,39,D
2796,19,C1,2,1,40800,1774 EASTBURN AVENUE,BRONX,2027960019,24,D
2796,23,D1,2,1,32000,1780 EASTBURN AVENUE,BRONX,2027960023,13,D
3195,22,D1,2,1,30000,28 WEST 182 STREET,BRONX,2031950022,84,B
4493,1,W1,0,2,150613,2501 GUNTHER AVENUE,BRONX,2044930001,90,A
3195,51,C1,2,1,26280,2170 DAVIDSON AVENUE,BRONX,2031950051,28,D
2797,25,D1,2,1,40000,1790 WEEKS AVENUE,BRONX,2027970025,1,D
2797,39,D3,2,1,98564,1771 MONROE AVENUE,BRONX,2027970039,83,B
3195,104,C1,2,1,47300,27 WEST 181 STREET,BRONX,2031950104,90,A
2514,20,C1,2,1,30243,130 WEST 166 STREET,BRONX,2025140020,74,B
2514,25,D1,2,1,42000,1085 NELSON AVENUE,BRONX,2025140025,4,D
3196,1,D1,2,1,45387,2200 GRAND AVENUE,BRONX,2031960001,21,D
2514,32,D1,2,1,36900,1075 NELSON AVENUE,BRONX,2025140032,64,C
3196,10,C1,2,1,45300,30 BUCHANAN PLACE,BRONX,2031960010,82,B
3196,18,D1,2,1,45200,2201 DAVIDSON AVENUE,BRONX,2031960018,0,F
4508,10,D4,2,1,71256,2750 OLINVILLE AVENUE,BRONX,2045080010,30,D
3196,23,D1,2,1,51858,17 WEST 182 STREET,BRONX,2031960023,9,D
3196,29,C1,2,1,51000,2232 DAVIDSON AVENUE,BRONX,2031960029,52,D
2799,25,C1,2,1,38000,1786 TOPPING AVENUE,BRONX,2027990025,100,A
3196,58,C7,2,1,38920,2265 DAVIDSON AVENUE,BRONX,2031960058,50,D
2515,6,C1,2,1,31080,1184 NELSON AVENUE,BRONX,2025150006,94,A
2800,13,D7,2,1,69000,176 EAST 176 STREET,BRONX,2028000013,70,B
3197,5,C1,2,1,46285,2284 GRAND AVENUE,BRONX,2031970005,73,B
3197,9,C1,2,1,46285,2285 DAVIDSON AVENUE,BRONX,2031970009,12,D
2801,18,D1,2,1,37000,1855 MONROE AVENUE,BRONX,2028010018,13,D
3197,14,C7,2,1,31500,21 WEST 183 STREET,BRONX,2031970014,94,A
2802,37,D7,2,1,35310,1853 ANTHONY AVENUE,BRONX,2028020037,68,C
4511,28,C1,2,1,48800,2758 HOLLAND AVENUE,BRONX,2045110028,86,A
2803,30,D1,2,1,62353,333 EAST 176 STREET,BRONX,2028030030,7,D
3198,31,C1,2,1,32500,2357 DAVIDSON AVENUE,BRONX,2031980031,34,D
2804,31,W1,0,1,79980,1861 ANTHONY AVENUE,BRONX,2028040031,71,B
4512,31,D1,2,1,46008,788 ARNOW AVENUE,BRONX,2045120031,51,D
2804,48,D1,2,1,53400,235 MT HOPE PLACE,BRONX,2028040048,89,A
3198,55,D1,2,1,63000,2344 DAVIDSON AVENUE,BRONX,2031980055,57,C
2807,22,C1,2,1,37960,1985 CRESTON AVENUE,BRONX,2028070022,100,A
2518,1,D7,2,1,335500,105 WEST 168 STREET,BRONX,2025180001,69,C
2807,35,C1,2,1,32900,101 EAST 179 STREET,BRONX,2028070035,2,D
2519,1,D1,2,1,110654,1314 NELSON AVENUE,BRONX,2025190001,29,D
4543,1,D4,2,1,352360,3000 BRONX PARK EAST,BRONX,2045430001,29,D
2808,66,D1,2,1,57000,160 BUSH STREET,BRONX,2028080066,63,C
2520,1,D7,2,1,42456,1350 SHAKESPEARE AVENUE,BRONX,2025200001,5,D
2808,96,C1,2,1,42000,2001 GRAND CONCOURSE,BRONX,2028080096,92,A
2810,26,D4,2,1,70000,250 EAST 178 STREET,BRONX,2028100026,51,D
2810,37,D3,2,1,96075,243 ECHO PLACE,BRONX,2028100037,66,C
3199,53,D1,2,1,37200,2386 DAVIDSON AVENUE,BRONX,2031990053,50,D
2521,24,C7,2,1,26244,1391 EDWARD L GRANT HIGHWAY,BRONX,2025210024,5,D
4547,1,C1,2,1,44993,733 ARNOW AVENUE,BRONX,2045470001,22,D
2814,73,D6,2,1,42917,280 EAST BURNSIDE AVENUE,BRONX,2028140073,94,A
2814,82,D1,2,1,44000,1963 RYER AVENUE,BRONX,2028140082,22,D
3200,7,C1,2,1,29000,2474 DAVIDSON AVENUE,BRONX,2032000007,54,D
3201,3,D4,2,1,37000,2506 DAVIDSON AVENUE,BRONX,2032010003,80,B
2816,45,C1,2,1,36085,1355 MORRIS AVENUE,BRONX,2028160045,15,D
2817,2,W1,0,1,400000,240 EAST 172 STREET,BRONX,2028170002,83,B
2819,5,D1,2,1,85218,1510 SHERIDAN AVENUE,BRONX,2028190005,60,C
2822,12,D1,2,1,77869,1694 WALTON AVENUE,BRONX,2028220012,39,D
2523,133,W3,4,1,51771,180 WEST 165 STREET,BRONX,2025230133,0,F
3202,21,D1,2,1,32976,2640 DAVIDSON AVENUE,BRONX,2032020021,66,C
3203,12,C1,2,1,35580,2472 GRAND AVENUE,BRONX,2032030012,31,D
2826,27,D7,2,1,68320,124 EAST 176 STREET,BRONX,2028260027,17,D
2826,32,D1,2,1,57400,1815 MORRIS AVENUE,BRONX,2028260032,13,D
3203,16,C1,2,1,34650,2474 GRAND AVENUE,BRONX,2032030016,58,C
2826,34,D1,2,1,51000,115 HENWOOD PLACE,BRONX,2028260034,19,D
2524,21,D7,2,1,36888,917 OGDEN AVENUE,BRONX,2025240021,96,A
2827,42,D1,2,1,30900,60 EAST 177 STREET,BRONX,2028270042,43,D
2827,46,D1,2,1,52800,1895 MORRIS AVENUE,BRONX,2028270046,15,D
3204,65,D1,2,1,81270,2501 DAVIDSON AVENUE,BRONX,2032040065,100,A
2525,7,C7,2,1,48780,1018 SUMMIT AVENUE,BRONX,2025250007,35,D
2829,42,C1,2,1,26835,2030 WALTON AVENUE,BRONX,2028290042,76,B
2830,5,D1,2,1,83200,1310 SHERIDAN AVENUE,BRONX,2028300005,86,A
2830,17,W1,0,1,22400,1340 SHERIDAN AVENUE,BRONX,2028300017,60,C
2528,29,D1,2,1,57290,1201 OGDEN AVENUE,BRONX,2025280029,32,D
2831,5,C1,2,1,34650,1304 GRAND CONCOURSE,BRONX,2028310005,57,C
2831,13,C1,2,1,60000,1326 GRAND CONCOURSE,BRONX,2028310013,24,D
2831,36,C1,2,1,50800,1350 GRAND CONCOURSE,BRONX,2028310036,95,A
2831,40,C7,2,1,41900,1362 GRAND CONCOURSE,BRONX,2028310040,76,B
2831,44,C7,2,1,35480,1384 GRAND CONCOURSE,BRONX,2028310044,84,B
2831,61,C1,2,1,38434,1365 SHERIDAN AVENUE,BRONX,2028310061,46,D
2831,65,C1,2,1,39876,1353 SHERIDAN AVENUE,BRONX,2028310065,56,C
2832,4,C1,2,1,30430,1410 GRAND CONCOURSE,BRONX,2028320004,12,D
2529,25,D1,2,1,74448,1285 MERRIAM AVENUE,BRONX,2025290025,15,D
2833,6,C7,2,1,44040,1414 WYTHE PLACE,BRONX,2028330006,99,A
2529,81,W1,0,1,61098,1257 OGDEN AVENUE,BRONX,2025290081,87,A
2833,20,D5,2,1,60000,1425 GRAND CONCOURSE,BRONX,2028330020,5,D
2837,1,C1,2,1,53400,103 HAWKSTONE STREET,BRONX,2028370001,98,A
2531,1,C7,2,1,112785,1304 MERRIAM AVENUE,BRONX,2025310001,52,D
2837,18,D7,2,1,50763,1575 GRAND CONCOURSE,BRONX,2028370018,94,A
2838,4,C1,2,1,53964,1612 WALTON AVENUE,BRONX,2028380004,84,B
3206,66,C1,2,1,32050,2101 GRAND AVENUE,BRONX,2032060066,16,D
