score_address,place_address,Facility_Name,Longitude,Latitude,Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore,h3,similarity,rank
676 ST NICHOLAS AVENUE,1626 ST NICHOLAS AVE,LULO RESTAURANT,-73.928895,40.8557466,2051,43,C6,2,1,25986,676 ST NICHOLAS AVENUE,MANHATTAN,1020510043,65,C,,0.9060606060606061,1
940 ST NICHOLAS AVENUE,1405 ST NICHOLAS AVE,MUNCHIES THE BEST TASTE,-73.934172,40.8489167,2108,3,D1,2,1,88170,940 ST NICHOLAS AVENUE,MANHATTAN,1021080003,73,B,,0.9060606060606061,1
1010 5 AVENUE,10101 AVENUE D,TERI NICHOLS FOODS,-73.9027839,40.6535834,1494,1,D4,2,1,196727,1010 5 AVENUE,MANHATTAN,1014940001,60,C,,0.906043956043956,1
1010 3 AVENUE,10101 AVENUE D,TERI NICHOLS FOODS,-73.9027839,40.6535834,1395,7501,R0,2,2,206883,1010 3 AVENUE,MANHATTAN,1013957501,21,D,,0.906043956043956,1
6214 24 AVENUE,6214 AVENUE U,CHATEAU YAFFA,-73.9133081,40.6156222,6557,7502,R0,2,1,46884,6214 24 AVENUE,BROOKLYN,-2147483648,80,B,,0.906043956043956,1
124 WEST 60 STREET,124 E 14TH STREET,URBANSPACE UNION SQUARE,-73.988514,40.7336177,1131,7502,R0,2,1,612462,124 WEST 60 STREET,MANHATTAN,1011317502,85,A,,0.9059757236227824,1
124 WEST 29 STREET,124 E 14TH STREET,URBANSPACE UNION SQUARE,-73.988514,40.7336177,804,54,H2,4,1,80122,124 WEST 29 STREET,MANHATTAN,1008040054,7,D,,0.9059757236227824,1
124 WEST 23 STREET,124 E 14TH STREET,URBANSPACE UNION SQUARE,-73.988514,40.7336177,798,7507,R0,2,1,58905,124 WEST 23 STREET,MANHATTAN,1007987507,60,C,,0.9059757236227824,1
124 EAST 66 STREET,124 E 14TH STREET,URBANSPACE UNION SQUARE,-73.988514,40.7336177,1400,60,H5,4,2,40392,124 EAST 66 STREET,MANHATTAN,1014000060,58,C,,0.9059757236227824,1
124 WEST 36 STREET,124 E 14TH STREET,URBANSPACE UNION SQUARE,-73.988514,40.7336177,811,47,O9,4,1,28000,124 WEST 36 STREET,MANHATTAN,1008110047,90,A,,0.9059757236227824,1
124 WEST 93 STREET,124 E 14TH STREET,URBANSPACE UNION SQUARE,-73.988514,40.7336177,1223,7502,R0,2,1,62389,124 WEST 93 STREET,MANHATTAN,1012237502,100,A,,0.9059757236227824,1
25-02 STEINWAY STREET,25-64 STEINWAY ST,LEVANT,-73.9130157,40.7664689,654,62,C7,2,1,30292,25-02 STEINWAY STREET,QUEENS,-2147483648,85,A,,0.9058823529411765,1
36-17 MAIN STREET,361 MAIN ST,I&M FISH N GRILL,-74.2121432,40.7619923,4977,7502,R0,2,1,38036,36-17 MAIN STREET,QUEENS,-2147483648,0,F,,0.9058823529411765,1
37-02 MAIN STREET,370 MAIN ST,JONNY'S PLACE,-74.2120213,40.7621302,4974,27,K4,4,1,76326,37-02 MAIN STREET,QUEENS,-2147483648,81,B,,0.9058823529411765,1
42-15 CRESCENT STREET,42-22 CRESCENT ST,DA LONG YI HOT POT,-73.9413715,40.7502042,423,5,D7,2,1,110743,42-15 CRESCENT STREET,QUEENS,-2147483648,76,B,,0.9058823529411765,1
42-60 MAIN STREET,420 MAIN ST,EL TEJADO RESTAURANT,-74.1721906,40.9109083,5123,61,D6,2,1,166600,42-60 MAIN STREET,QUEENS,-2147483648,71,B,,0.9058823529411765,1
28-56 STEINWAY STREET,28-24 STEINWAY ST,CHARLITO'S COCINA,-73.9143314,40.7648881,662,41,K2,4,1,37334,28-56 STEINWAY STREET,QUEENS,-2147483648,1,D,,0.9058823529411765,1
25-12 STEINWAY STREET,25-58 STEINWAY ST,ARIA KABAB,-73.9129677,40.7665743,654,67,C7,2,1,30132,25-12 STEINWAY STREET,QUEENS,-2147483648,82,B,,0.9058823529411765,1
42-60 CRESCENT STREET,42-22 CRESCENT ST,DA LONG YI HOT POT,-73.9413715,40.7502042,429,7501,R0,2,1,48046,42-60 CRESCENT STREET,QUEENS,-2147483648,33,D,,0.9058823529411765,1
42-14 CRESCENT STREET,42-22 CRESCENT ST,DA LONG YI HOT POT,-73.9413715,40.7502042,424,25,D6,0,1,42301,42-14 CRESCENT STREET,QUEENS,-2147483648,30,D,,0.9058823529411765,1
42-38 CRESCENT STREET,42-22 CRESCENT ST,DA LONG YI HOT POT,-73.9413715,40.7502042,429,7502,R0,2,1,46604,42-38 CRESCENT STREET,QUEENS,-2147483648,96,A,,0.9058823529411765,1
25-22 STEINWAY STREET,25-89 STEINWAY ST,STIAMI,-73.9132173,40.7657277,654,72,C7,2,1,30132,25-22 STEINWAY STREET,QUEENS,-2147483648,76,B,,0.9058823529411765,1
30-33 STEINWAY STREET,30-78 STEINWAY ST,PLERN THAI RESTAURANT AND NOODLE BAR,-73.9168034,40.7620181,680,32,K4,4,1,28545,30-33 STEINWAY STREET,QUEENS,-2147483648,50,D,,0.9058823529411765,1
39-12 MAIN STREET,391 MAIN ST,EL SABOR LATINO RESTAURANT,-73.7777478,40.9114036,4976,3,K2,4,1,27000,39-12 MAIN STREET,QUEENS,-2147483648,0,F,,0.9058823529411765,1
39-17 MAIN STREET,391 MAIN ST,EL SABOR LATINO RESTAURANT,-73.7777478,40.9114036,4980,1,O5,4,1,29373,39-17 MAIN STREET,QUEENS,-2147483648,38,D,,0.9058823529411765,1
130 STUYVESANT PLACE,1043 STUYVESANT AVE,JULIANA'S PLACE,-74.2501681,40.7146776,8,70,O3,0,1,172802,130 STUYVESANT PLACE,STATEN ISLAND,-2147483648,54,D,,0.9057739938080496,1
9 METROPOLITAN OVAL,924 METROPOLITAN AVE,TURTLEHEAD TACOS,-73.938058,40.7144889,3944,7501,R0,2,16,3911254,9 METROPOLITAN OVAL,BRONX,2039447501,85,A,,0.9057739938080496,1
2552 UNIVERSITY AVENUE,155 UNIVERSITY AVE,FRENCH FRY HEAVEN NEWARK,-74.173784,40.742437,3214,25,C1,2,1,46875,2552 UNIVERSITY AVENUE,BRONX,2032140025,63,C,,0.9057239057239057,1
2545 UNIVERSITY AVENUE,155 UNIVERSITY AVE,FRENCH FRY HEAVEN NEWARK,-74.173784,40.742437,3220,90,I6,4,1,173369,2545 UNIVERSITY AVENUE,BRONX,2032200090,59,C,,0.9057239057239057,1
2179 WASHINGTON AVENUE,621 WASHINGTON AVE,MOOLIAUNO'S TRAPP KITCHEN,-73.9638547,40.6788994,3037,77,C7,2,1,33722,2179 WASHINGTON AVENUE,BRONX,2030370077,63,C,,0.9057239057239057,1
2714 UNIVERSITY AVENUE,164 UNIVERSITY AVE,R U HUNGRY,-74.1735004,40.741981,3248,18,C1,2,1,36000,2714 UNIVERSITY AVENUE,BRONX,2032480018,44,D,,0.9057239057239057,1
210 CENTRAL PARK SOUTH,160 CENTRAL PARK S,BOURBON STEAK BY MICHAEL MINA,-73.9785692,40.7662819,1030,39,D4,2,1,122071,210 CENTRAL PARK SOUTH,MANHATTAN,1010300039,70,B,,0.9057239057239057,1
2855 UNIVERSITY AVENUE,155 UNIVERSITY AVE,FRENCH FRY HEAVEN NEWARK,-74.173784,40.742437,3250,135,D1,2,1,44820,2855 UNIVERSITY AVENUE,BRONX,2032500135,1,D,,0.9057239057239057,1
2553 UNIVERSITY AVENUE,155 UNIVERSITY AVE,FRENCH FRY HEAVEN NEWARK,-74.173784,40.742437,3220,40,I4,4,1,28595,2553 UNIVERSITY AVENUE,BRONX,2032200040,0,F,,0.9057239057239057,1
2704 UNIVERSITY AVENUE,304 UNIVERSITY AVE,SKIPPER'S,-74.176079,40.737391,3248,14,C1,2,1,48640,2704 UNIVERSITY AVENUE,BRONX,2032480014,94,A,,0.9057239057239057,1
521 PARK AVENUE,125 PARK AVE,LITTLE BEET,-73.977923,40.7516036,1395,7502,R0,2,1,57302,521 PARK AVENUE,MANHATTAN,1013957502,1,D,,0.9055555555555556,1
929 PARK AVENUE,299 PARK AVE,TAKI TAKI LATIN FOOD,-74.2050376,40.7665978,1509,71,D4,2,1,47639,929 PARK AVENUE,MANHATTAN,1015090071,59,C,,0.9055555555555556,1
930 PARK AVENUE,390 PARK AVE,LEVER HOUSE,-73.9725897,40.7595424,1492,37,D4,2,1,80405,930 PARK AVENUE,MANHATTAN,1014920037,59,C,,0.9055555555555556,1
829 PARK AVENUE,298 PARK AVE,XINGWANG CHINESE RESTAURANT,-74.1533333,40.9145231,1410,69,D4,2,1,103360,829 PARK AVENUE,MANHATTAN,1014100069,30,D,,0.9055555555555556,1
911 PARK AVENUE,119 PARK AVE,GUSTO WOODFIRED PIZZA,-74.0970694,40.832912,1508,72,D4,2,1,173873,911 PARK AVENUE,MANHATTAN,1015080072,59,C,,0.9055555555555556,1
74 5 AVENUE,74 5TH AVE,ORBITAL KITCHENS,-73.9941768,40.7356533,577,42,D0,2,1,93396,74 5 AVENUE,MANHATTAN,1005770042,63,C,,0.9054545454545454,1
1839 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1747,1,W1,0,1,97500,1839 MADISON AVENUE,MANHATTAN,1017470001,80,B,,0.9052631578947369,1
1095 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1494,50,D4,2,1,81125,1095 MADISON AVENUE,MANHATTAN,1014940050,87,A,,0.9052631578947369,1
1680 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1617,7,D1,2,1,130000,1680 MADISON AVENUE,MANHATTAN,1016170007,44,D,,0.9052631578947369,1
1772 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1622,17,D6,2,2,122000,1772 MADISON AVENUE,MANHATTAN,1016220017,2,D,,0.9052631578947369,1
1632 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1615,14,D7,2,1,59280,1632 MADISON AVENUE,MANHATTAN,1016150014,10,D,,0.9052631578947369,1
1058 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1492,15,D6,2,1,104209,1058 MADISON AVENUE,MANHATTAN,1014920015,48,D,,0.9052631578947369,1
15 WASHINGTON PLACE,1735 WASHINGTON AVE,MELA'S CAFE,-73.9005176,40.8431086,547,20,W6,4,1,71270,15 WASHINGTON PLACE,MANHATTAN,1005470020,78,B,,0.9052631578947369,1
1826 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1745,55,W4,4,1,29723,1826 MADISON AVENUE,MANHATTAN,1017450055,45,D,,0.9052631578947369,1
1033 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1491,23,D4,2,1,69585,1033 MADISON AVENUE,MANHATTAN,1014910023,50,D,,0.9052631578947369,1
1573 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1612,50,W1,0,1,168000,1573 MADISON AVENUE,MANHATTAN,1016120050,89,A,,0.9052631578947369,1
1089 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1494,23,D4,2,1,71643,1089 MADISON AVENUE,MANHATTAN,1014940023,85,A,,0.9052631578947369,1
1820 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1745,7503,R0,2,1,48440,1820 MADISON AVENUE,MANHATTAN,1017457503,12,D,,0.9052631578947369,1
1879 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1747,35,I1,0,1,276285,1879 MADISON AVENUE,MANHATTAN,1017470035,80,B,,0.9052631578947369,1
1993 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1752,22,W1,0,2,200600,1993 MADISON AVENUE,MANHATTAN,1017520022,34,D,,0.9052631578947369,1
2 ST NICHOLAS PLACE,279 ST NICHOLAS AVE,OMEGA FARMERS MARKET INC,-73.9529718,40.8102539,2053,111,D1,2,1,31470,2 ST NICHOLAS PLACE,MANHATTAN,1020530111,29,D,,0.9052631578947369,1
2026 PACIFIC STREET,26 PACIFIC ST,GERALD'S ALTA MAR RESTAURANT,-74.1657495,40.7274511,1439,13,C1,2,1,26142,2026 PACIFIC STREET,BROOKLYN,-2147483648,25,D,,0.9052631578947369,1
1787 MADISON AVENUE,1 MADISON AVE,EN 1 MADISOND,-73.9877081,40.7412435,1623,7501,R0,2,1,123475,1787 MADISON AVENUE,MANHATTAN,1016237501,22,D,,0.9052631578947369,1
932 JAMAICA AVENUE,88 JAMAICA AVENUE,NO.1 H CHINESE RESTAURANT,-73.8558373,40.6928605,4109,107,E1,4,1,28550,932 JAMAICA AVENUE,BROOKLYN,-2147483648,68,C,,0.9052287581699346,1
694 JAMAICA AVENUE,88 JAMAICA AVENUE,NO.1 H CHINESE RESTAURANT,-73.8558373,40.6928605,4102,19,W1,0,1,109445,694 JAMAICA AVENUE,BROOKLYN,-2147483648,24,D,,0.9052287581699346,1
233 JAMAICA AVENUE,88 JAMAICA AVENUE,NO.1 H CHINESE RESTAURANT,-73.8558373,40.6928605,3896,35,D1,2,1,44800,233 JAMAICA AVENUE,BROOKLYN,-2147483648,9,D,,0.9052287581699346,1
811 CORTELYOU ROAD,1510 CORTELYOU RD,CAFE TIBET,-73.9641158,40.6412265,5377,43,D4,2,1,96000,811 CORTELYOU ROAD,BROOKLYN,-2147483648,80,B,,0.9052287581699346,1
108-36 QUEENS BOULEVARD,120-36 QUEENS BLVD,EVA'S KITCHEN,-73.8293007,40.7133033,3257,1,K4,4,1,36820,108-36 QUEENS BOULEVARD,QUEENS,-2147483648,10,D,,0.9050724637681159,1
200 RIVERSIDE BOULEVARD,240 RIVERSIDE BLVD,FRYING PAN,-73.98692,40.780329,1171,7501,R0,2,1,600967,200 RIVERSIDE BOULEVARD,MANHATTAN,1011717501,44,D,,0.9050724637681159,1
220 RIVERSIDE BOULEVARD,240 RIVERSIDE BLVD,FRYING PAN,-73.98692,40.780329,1171,7502,R0,2,1,690772,220 RIVERSIDE BOULEVARD,MANHATTAN,1011717502,20,D,,0.9050724637681159,1
132-40 METROPOLITAN AVENUE,53-21 METROPOLITAN AVE,ECB,-73.9120355,40.7133547,9284,19,K9,4,1,40595,132-40 METROPOLITAN AVENUE,QUEENS,-2147483648,4,D,,0.9048729048729048,1
115-25 METROPOLITAN AVENUE,52-35 METROPOLITAN AVE,LA PARRILLADA COLOMBIANA,-73.9131352,40.7134889,3323,1,D4,2,1,88272,115-25 METROPOLITAN AVENUE,QUEENS,-2147483648,65,C,,0.9048729048729048,1
1132 ST NICHOLAS AVENUE,1626 ST NICHOLAS AVE,LULO RESTAURANT,-73.928895,40.8557466,2124,17,I9,4,1,286481,1132 ST NICHOLAS AVENUE,MANHATTAN,1021240017,1,D,,0.9047826086956523,1
39-20 GREENPOINT AVENUE,36-10 GREENPOINT AVE,TROPICAL,-73.9296165,40.7375877,207,1,D1,2,1,118536,39-20 GREENPOINT AVENUE,QUEENS,-2147483648,61,C,,0.9047826086956523,1
2354 WESTCHESTER AVENUE,2148 WESTCHESTER AVE,TAQUERIA EL CHILTEPIN,-73.8528095,40.8339756,3834,35,O2,4,1,47777,2354 WESTCHESTER AVENUE,BRONX,2038340035,100,A,,0.9047826086956523,1
1571 BRONX RIVER AVENUE,1056 BRONX RIVER AVE,BANI RESTAURANT,-73.8829117,40.8250318,3910,115,E1,4,1,37600,1571 BRONX RIVER AVENUE,BRONX,2039100115,96,A,,0.9047826086956523,1
1117 WESTCHESTER AVENUE,1441 WESTCHESTER AVE,ANITA’S FOOD TRUCK (TACOS TRUCK),-73.8824489,40.8284813,2751,36,C1,2,1,31519,1117 WESTCHESTER AVENUE,BRONX,2027510036,11,D,,0.9047826086956523,1
2697 WESTCHESTER AVENUE,2160 WESTCHESTER AVE,SPICE UP SWEETS AND RESTAURANT,-73.8523954,40.8341011,4133,200,W1,0,1,50787,2697 WESTCHESTER AVENUE,BRONX,2041330200,70,B,,0.9047826086956523,1
1381 CASTLE HILL AVENUE,1144 CASTLE HILL AVE,LA VECINA,-73.8506898,40.8308899,3935,53,C7,2,1,72500,1381 CASTLE HILL AVENUE,BRONX,2039350053,50,D,,0.9047826086956523,1
143-40 ROOSEVELT AVENUE,136-20 ROOSEVELT AVE,NEW WORLD UYGHUR CUISINE,-73.8294387,40.7591887,5023,24,D4,2,1,89776,143-40 ROOSEVELT AVENUE,QUEENS,-2147483648,80,B,,0.9047826086956523,1
1776 CASTLE HILL AVENUE,1026 CASTLE HILL AVE,THE 6 LOUNGE,-73.8498836,40.8283135,3998,10,D1,2,1,78000,1776 CASTLE HILL AVENUE,BRONX,2039980010,27,D,,0.9047826086956523,1
7511 NEW UTRECHT AVENUE,7816 NEW UTRECHT AVE,BRENIZ RESTAURANT,-74.000894,40.6129425,6225,36,C7,2,1,36000,7511 NEW UTRECHT AVENUE,BROOKLYN,-2147483648,0,F,,0.9047826086956523,1
1135 BRONX RIVER AVENUE,1056 BRONX RIVER AVE,BANI RESTAURANT,-73.8829117,40.8250318,3734,15,E1,4,1,29256,1135 BRONX RIVER AVENUE,BRONX,2037340015,85,A,,0.9047826086956523,1
33-17 GREENPOINT AVENUE,36-10 GREENPOINT AVE,TROPICAL,-73.9296165,40.7375877,307,10,H3,4,1,34666,33-17 GREENPOINT AVENUE,QUEENS,-2147483648,0,F,,0.9047826086956523,1
39-40 GREENPOINT AVENUE,36-10 GREENPOINT AVE,TROPICAL,-73.9296165,40.7375877,205,15,D1,2,1,32000,39-40 GREENPOINT AVENUE,QUEENS,-2147483648,92,A,,0.9047826086956523,1
203 JAY STREET,20 JAY ST,Q MIXERS,-73.9866903,40.7040347,107,7501,R0,2,1,383393,203 JAY STREET,BROOKLYN,-2147483648,99,A,,0.9047619047619048,1
339 GREENE AVE,143 GREENE AVE,CHEF KATSU BROOKLYN,-73.966312,40.6867324,1953,7503,R0,2,1,90215,339 GREENE AVE,BROOKLYN,-2147483648,24,D,,0.9047619047619048,1
200 STEWART AVENUE,200 NEWARK AVE,HOLLYWOOD FRIED CHICKEN,-74.0463726,40.7218256,2958,1,E1,4,1,31750,200 STEWART AVENUE,BROOKLYN,-2147483648,49,D,,0.9047619047619048,1
86-47 HIGHLAND AVENUE,47 HIGHLAND AVE,DIP 'N' CHICK,-74.1222286,40.8749099,9846,11,D6,2,1,27805,86-47 HIGHLAND AVENUE,QUEENS,-2147483648,15,D,,0.9047619047619048,1
64 PARK AVENUE,4 PARK AVE,CENTROAMERICANO RESTAURANT,-74.1726837,40.7551268,867,42,HB,4,1,105231,64 PARK AVENUE,MANHATTAN,1008670042,14,D,,0.9047619047619048,1
8 8 AVENUE,383 8TH AVENUE,MAGNOLIA BAKERY - MOYNIHAN TRAIN HALL,-73.9954605,40.7510254,624,31,D9,2,1,35136,8 8 AVENUE,MANHATTAN,1006240031,75,B,,0.9047619047619048,1
89-02 135 STREET,89-02 165TH ST,ABOUT TIME SOUL FOOD,-73.7961957,40.7071537,9363,33,I5,4,1,82000,89-02 135 STREET,QUEENS,-2147483648,4,D,,0.9047619047619048,1
1225 WASHINGTON AVENUE,52 WASHINGTON AVE,WASHINGTON SEA FOOD,-73.9678149,40.6971834,2390,1,W1,0,1,113250,1225 WASHINGTON AVENUE,BRONX,2023900001,63,C,,0.9046345811051694,1
1285 WASHINGTON AVENUE,52 WASHINGTON AVE,WASHINGTON SEA FOOD,-73.9678149,40.6971834,2390,24,D3,2,2,174480,1285 WASHINGTON AVENUE,BRONX,2023900024,0,F,,0.9046345811051694,1
157 WALLABOUT STREET,157 WALNUT ST,CAFE ARCUENSE,-74.1675218,40.7284834,2239,8,D1,2,1,114734,157 WALLABOUT STREET,BROOKLYN,-2147483648,100,A,,0.9046153846153846,1
115 STUYVESANT PLACE,1162 STUYVESANT AVE,MK 463 RESTAURANT & BAR,-74.2543032,40.7135049,7,50,D7,2,1,83646,115 STUYVESANT PLACE,STATEN ISLAND,-2147483648,33,D,,0.9045614035087719,1
100 STUYVESANT PLACE,1043 STUYVESANT AVE,JULIANA'S PLACE,-74.2501681,40.7146776,8,46,D7,2,1,121000,100 STUYVESANT PLACE,STATEN ISLAND,-2147483648,38,D,,0.9045614035087719,1
102-05 DITMARS BOULEVARD,100-15 DITMARS BLVD,GOOD EATS BISTRO,-73.8697553,40.7702445,1641,1,H3,4,2,261267,102-05 DITMARS BOULEVARD,QUEENS,-2147483648,51,D,,0.9044834307992201,1
118-40 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,3322,14,D1,2,1,83727,118-40 METROPOLITAN AVENUE,QUEENS,-2147483648,68,C,,0.9042307692307692,1
330 BEDFORD PARK BOULEVARD,39 BEDFORD PARK BLVD,WAI KANG,-73.8882074,40.8726905,3291,1,W2,4,1,59520,330 BEDFORD PARK BOULEVARD,BRONX,2032910001,65,C,,0.9042307692307692,1
311 BEDFORD PARK BOULEVARD,39 BEDFORD PARK BLVD,WAI KANG,-73.8882074,40.8726905,3292,62,D1,2,1,63564,311 BEDFORD PARK BOULEVARD,BRONX,2032920062,58,C,,0.9042307692307692,1
118-75 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,3329,54,D1,2,1,54300,118-75 METROPOLITAN AVENUE,QUEENS,-2147483648,80,B,,0.9042307692307692,1
118-65 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,3329,57,D1,2,1,34500,118-65 METROPOLITAN AVENUE,QUEENS,-2147483648,24,D,,0.9042307692307692,1
118-60 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,3322,24,D4,2,2,141000,118-60 METROPOLITAN AVENUE,QUEENS,-2147483648,65,C,,0.9042307692307692,1
118-80 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,3322,105,D3,2,1,68040,118-80 METROPOLITAN AVENUE,QUEENS,-2147483648,83,B,,0.9042307692307692,1
321 BEDFORD PARK BOULEVARD,39 BEDFORD PARK BLVD,WAI KANG,-73.8882074,40.8726905,3292,6,C1,2,1,49180,321 BEDFORD PARK BOULEVARD,BRONX,2032920006,98,A,,0.9042307692307692,1
118-18 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,3322,1,D1,2,1,77670,118-18 METROPOLITAN AVENUE,QUEENS,-2147483648,65,C,,0.9042307692307692,1
119-21 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,9230,74,C1,2,1,58300,119-21 METROPOLITAN AVENUE,QUEENS,-2147483648,40,D,,0.9042307692307692,1
30 MAIN STREET,30 MARKET ST,PERU ASU MARE,-74.176666,40.9150196,36,7501,R0,2,1,160000,30 MAIN STREET,BROOKLYN,-2147483648,36,D,,0.9041125541125541,1
74-17 GRAND AVENUE,74-02 GRAND AVE,FEVY'S,-73.8878437,40.7299691,2492,79,K6,4,1,47583,74-17 GRAND AVENUE,QUEENS,-2147483648,0,F,,0.9040740740740741,1
11 RIVERSIDE DRIVE,11 RIVER RD,THE LIDO RESTAURANT - NORTH ARLINGTON,-74.1463772,40.786534,1184,31,D4,2,1,689522,11 RIVERSIDE DRIVE,MANHATTAN,1011840031,83,B,,0.9040404040404041,1
350 MARCONI STREET,350 MAIN ST,EL VALLE RESTAURANT,-74.2315931,40.7727945,4226,75,Y2,0,1,550000,350 MARCONI STREET,BRONX,2042260075,27,D,,0.9040404040404041,1
150 CROSS BAY BOULEVARD,158-50 CROSS BAY BLVD,KFC,-73.8402915,40.6593888,11421,13,C6,2,12,120700,150 CROSS BAY BOULEVARD,QUEENS,-2147483648,0,F,,0.9039337474120083,1
25-05 37 AVENUE,25-05 36TH AVE,BRENDA DELI,-73.9330827,40.7582119,344,1,W1,0,2,64000,25-05 37 AVENUE,QUEENS,-2147483648,55,C,,0.9038095238095238,1
59-12 37 AVENUE,59-15 37TH AVE,GULSHAN TERRACE,-73.902843,40.7499288,1214,53,E1,4,1,28055,59-12 37 AVENUE,QUEENS,-2147483648,26,D,,0.9038095238095238,1
97-07 67 AVENUE,97-07 37TH AVE,NUEVO MILLENEUM INC,-73.8695791,40.7519738,3155,55,D4,2,1,54336,97-07 67 AVENUE,QUEENS,-2147483648,74,B,,0.9038095238095238,1
23-10 43 AVENUE,23-10 38TH AVE,"HEAVENLY YUMMIES, INC.",-73.9371973,40.7564136,436,21,O2,4,1,97650,23-10 43 AVENUE,QUEENS,-2147483648,99,A,,0.9038095238095238,1
33-02 48 AVENUE,33-02 34TH AVE,BARRIO TAQUERIA,-73.9256686,40.7587935,255,23,F9,4,1,120720,33-02 48 AVENUE,QUEENS,-2147483648,12,D,,0.9038095238095238,1
42-15 43 AVENUE,42-18 43RD AVE,KAPRICHOS,-73.9215597,40.7451109,159,1,D1,2,1,148950,42-15 43 AVENUE,QUEENS,-2147483648,55,C,,0.9038095238095238,1
88-11 34 AVENUE,88-11 31ST AVE,MOON CHEESE,-73.8800038,40.7600949,1436,32,D4,2,1,73800,88-11 34 AVENUE,QUEENS,-2147483648,20,D,,0.9038095238095238,1
31-02 47 AVENUE,31-00 47TH AVE,FARMER'S FRIDGE,-73.9357229,40.742031,281,1,O5,4,1,573224,31-02 47 AVENUE,QUEENS,-2147483648,66,C,,0.9038095238095238,1
54-17 31 AVENUE,54-18 31ST AVE,CARNITAS SI SEÑOR,-73.9066974,40.7569592,1111,1,D4,2,10,743160,54-17 31 AVENUE,QUEENS,-2147483648,48,D,,0.9038095238095238,1
83-10 35 AVENUE,83-10 37TH AVE,DON MARIO,-73.8830141,40.7497406,1457,6,D4,2,1,85002,83-10 35 AVENUE,QUEENS,-2147483648,73,B,,0.9038095238095238,1
27-08 39 AVENUE,27-05 39TH AVE,VISTA SKY LOUNGE,-73.9356983,40.7543634,397,14,C1,2,1,25125,27-08 39 AVENUE,QUEENS,-2147483648,30,D,,0.9038095238095238,1
33-01 38 AVENUE,33-01 36TH AVE,RIO BONITO GRILL,-73.9279207,40.7559269,375,33,D3,2,1,65915,33-01 38 AVENUE,QUEENS,-2147483648,37,D,,0.9038095238095238,1
2 ST ANNS AVENUE,252 ST ANNS AVE,GINBO’S HAMBURGER HOUSE,-73.9171596,40.8070433,2543,1,E9,4,1,566233,2 ST ANNS AVENUE,BRONX,2025430001,0,F,,0.90375,1
133 STERLING PLACE,433 STERLING PL,MINUS MOONSHINE - DRY DRINKS + POTIONS,-73.9635742,40.6747987,942,7503,R0,2,1,39019,133 STERLING PLACE,BROOKLYN,-2147483648,80,B,,0.9037037037037038,1
1860 FOREST AVENUE,2180 FOREST AVE,R A DELI,-74.1622077,40.6264299,1706,1,W1,0,1,132500,1860 FOREST AVENUE,STATEN ISLAND,-2147483648,44,D,,0.9037037037037038,1
835 BEDFORD AVENUE,352 BEDFORD AVE,LAYLA,-73.9629457,40.7123115,1734,7504,R0,2,1,44828,835 BEDFORD AVENUE,BROOKLYN,-2147483648,94,A,,0.9037037037037038,1
90 RIVERSIDE DRIVE,20 RIVERSIDE DR,CATERER CAREERS,-73.98485,40.78187,1244,63,D4,2,1,282295,90 RIVERSIDE DRIVE,MANHATTAN,1012440063,89,A,,0.9037037037037038,1
240 AUDUBON AVENUE,400 AUDUBON AVE,L CHINGON MEXICAN CUISINE,-73.930679,40.8512677,2133,80,D1,2,1,43932,240 AUDUBON AVENUE,MANHATTAN,1021330080,74,B,,0.9037037037037038,1
